id,author,publisher,booktitle,language,mainImage,price,quantity,desc
2677,Terry Pratchett,2001,"Thief of Time (Discworld, #26; Death, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2678,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,Superman: Red Son,eng,https://images.gr-assets.com/books/1298557533m/154798.jpg,30000,50,Ok
2679,Julia Glass,2002,Three Junes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2680,"Benjamin Franklin, Lewis Leary",1791,The Autobiography of Benjamin Franklin,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2681,Timothy J. Keller,2007,The Reason for God: Belief in an Age of Skepticism,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2682,Mark  Lawrence,2012,"King of Thorns (The Broken Empire, #2)",en-US,https://images.gr-assets.com/books/1322539112m/12891107.jpg,30000,50,Ok
2683,Jeffrey Archer,2012,"The Sins of the Father (The Clifton Chronicles, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2684,Meg Cabot,2000,"Shadowland (The Mediator, #1)",eng,https://images.gr-assets.com/books/1327886166m/187811.jpg,30000,50,Ok
2685,Sara Shepard,2009,"Killer (Pretty Little Liars, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2686,"W. Chan Kim, Renée Mauborgne",2004,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,,https://images.gr-assets.com/books/1416445924m/4898.jpg,30000,50,Ok
2687,James Patterson,2010,"Fang (Maximum Ride, #6)",eng,https://images.gr-assets.com/books/1344269411m/6431790.jpg,30000,50,Ok
2688,Sarah Addison Allen,2011,The Peach Keeper,en-US,https://images.gr-assets.com/books/1320549305m/8546358.jpg,30000,50,Ok
2689,"Audrey Wood, Don    Wood",1984,The Napping House,,https://images.gr-assets.com/books/1410229873m/815234.jpg,30000,50,Ok
2690,Matthew FitzSimmons,2015,"The Short Drop (Gibson Vaughn, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2691,Christopher Moore,2007,"You Suck (A Love Story, #2)",eng,https://images.gr-assets.com/books/1331323414m/33453.jpg,30000,50,Ok
2692,Jamie McGuire,2014,"Beautiful Oblivion (The Maddox Brothers, #1)",eng,https://images.gr-assets.com/books/1398284779m/18104607.jpg,30000,50,Ok
2693,Vernor Vinge,1992,"A Fire Upon the Deep (Zones of Thought, #1)",eng,https://images.gr-assets.com/books/1333915005m/77711.jpg,30000,50,Ok
2694,Eckhart Tolle,1999,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2695,Caroline B. Cooney,1990,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2696,Robert Lopshire,1960,Put Me in the Zoo,eng,https://images.gr-assets.com/books/1327947254m/413158.jpg,30000,50,Ok
2697,Sophie Jordan,2010,"Firelight (Firelight, #1)",en-US,https://images.gr-assets.com/books/1269737893m/6448470.jpg,30000,50,Ok
2698,"Italo Calvino, William Weaver",1972,Invisible Cities,eng,https://images.gr-assets.com/books/1468623303m/9809.jpg,30000,50,Ok
2699,Jessica Park,2011,"Flat-Out Love (Flat-Out Love, #1)",eng,https://images.gr-assets.com/books/1333821470m/11096647.jpg,30000,50,Ok
2700,Richard Flanagan,2013,The Narrow Road to the Deep North,eng,https://images.gr-assets.com/books/1374734363m/17905709.jpg,30000,50,Ok
2701,"A.N. Roquelaure, Anne Rice",1983,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",en-US,https://images.gr-assets.com/books/1340735794m/26582.jpg,30000,50,Ok
2702,Jennifer Worth,2002,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2703,Hunter S. Thompson,1966,Hell's Angels: A Strange and Terrible Saga,fre,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2704,Jennifer Weiner,2010,Then Came You,en-US,https://images.gr-assets.com/books/1308787263m/9758764.jpg,30000,50,Ok
2705,L.J. Smith,1991,"The Awakening (The Vampire Diaries, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2706,Susan Elizabeth Phillips,1994,"It Had to Be You (Chicago Stars, #1)",eng,https://images.gr-assets.com/books/1297088239m/73070.jpg,30000,50,Ok
2707,Michael   Lewis,2011,Boomerang: Travels in the New Third World,eng,https://images.gr-assets.com/books/1345046879m/13707738.jpg,30000,50,Ok
2708,Jennifer Weiner,2010,Fly Away Home,eng,https://images.gr-assets.com/books/1267210300m/7227174.jpg,30000,50,Ok
2709,"Stendhal, Roger Gard",1830,The Red and the Black,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2710,Philippa Gregory,2004,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",en-US,https://images.gr-assets.com/books/1441424964m/16183.jpg,30000,50,Ok
2711,Catherine Fisher,2007,"Incarceron (Incarceron, #1)",eng,https://images.gr-assets.com/books/1327414514m/332775.jpg,30000,50,Ok
2712,C.C. Hunter,2011,"Awake at Dawn (Shadow Falls, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2713,Bev Vincent,2004,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,,https://images.gr-assets.com/books/1309204235m/452157.jpg,30000,50,Ok
2714,Josephine Angelini,2011,"Starcrossed (Starcrossed, #1)",en-US,https://images.gr-assets.com/books/1358266716m/9462795.jpg,30000,50,Ok
2715,Alyson Noel,2010,"Night Star (The Immortals, #5)",eng,https://images.gr-assets.com/books/1362336383m/7739934.jpg,30000,50,Ok
2716,N.H. Kleinbaum,1988,Dead Poets Society,eng,https://images.gr-assets.com/books/1359814692m/67238.jpg,30000,50,Ok
2717,Emily Bleeker,2015,Wreckage,en-GB,https://images.gr-assets.com/books/1422826024m/23745132.jpg,30000,50,Ok
2718,Terry Pratchett,1999,"The Fifth Elephant (Discworld, #24; City Watch, #5)",eng,https://images.gr-assets.com/books/1327961702m/63720.jpg,30000,50,Ok
2719,John Flanagan,2006,"The Sorcerer in the North (Ranger's Apprentice, #5)",eng,https://images.gr-assets.com/books/1327918728m/1524173.jpg,30000,50,Ok
2720,Paramahansa Yogananda,1946,Autobiography of a Yogi,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2721,Kevin Hearne,2011,"Hexed (The Iron Druid Chronicles, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2722,"Alvin Schwartz, Stephen Gammell",1981,"Scary Stories to Tell in the Dark (Scary Stories, #1)",eng,https://images.gr-assets.com/books/1440189576m/1325218.jpg,30000,50,Ok
2723,Harlan Coben,2016,Fool Me Once,eng,https://images.gr-assets.com/books/1443190440m/26109394.jpg,30000,50,Ok
2724,John Hersey,1946,Hiroshima,eng,https://images.gr-assets.com/books/1499717742m/27323.jpg,30000,50,Ok
2725,Jennifer Brown,2009,Hate List,eng,https://images.gr-assets.com/books/1479653095m/6316171.jpg,30000,50,Ok
2726,Kasie West,2013,The Distance Between Us,eng,https://images.gr-assets.com/books/1358144875m/15283043.jpg,30000,50,Ok
2727,Karen Armstrong,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2728,James S.A. Corey,2013,"Abaddon's Gate (The Expanse, #3)",eng,https://images.gr-assets.com/books/1407572059m/16131032.jpg,30000,50,Ok
2729,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Twenty Love Poems and a Song of Despair,eng,https://images.gr-assets.com/books/1447622711m/5932.jpg,30000,50,Ok
2730,Tom Clancy,1988,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",en-US,https://images.gr-assets.com/books/1319381380m/382549.jpg,30000,50,Ok
2731,David Shannon,1998,"No, David!",en-US,https://images.gr-assets.com/books/1360058223m/1062516.jpg,30000,50,Ok
2732,"Thomas More, Paul Turner",1516,Utopia,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2733,"Pseudonymous Bosch, Gilbert Ford",2007,"The Name of This Book Is Secret (Secret, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2734,Danielle  Paige,2014,"Dorothy Must Die (Dorothy Must Die, #1)",eng,https://images.gr-assets.com/books/1381437107m/18053060.jpg,30000,50,Ok
2735,Dean Koontz,2006,The Husband,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2736,Aimee Bender,2010,The Particular Sadness of Lemon Cake,eng,https://images.gr-assets.com/books/1320541766m/7048800.jpg,30000,50,Ok
2737,James Patterson,2003,"The Big Bad Wolf  (Alex Cross, #9)",en-US,https://images.gr-assets.com/books/1388328154m/6588.jpg,30000,50,Ok
2738,"Dai Sijie, Ina Rilke",2000,Balzac and the Little Chinese Seamstress,en-US,https://images.gr-assets.com/books/1403188885m/533465.jpg,30000,50,Ok
2739,Roxane Gay,2014,Bad Feminist,eng,https://images.gr-assets.com/books/1421292744m/18813642.jpg,30000,50,Ok
2740,V.C. Andrews,1980,"Petals on the Wind (Dollanganger, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2741,"Roald Dahl, Quentin Blake",1975,Danny the Champion of the World,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2742,Amy Chua,2011,Battle Hymn of the Tiger Mother,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2743,Noelle Stevenson,2015,Nimona,eng,https://images.gr-assets.com/books/1412626919m/19351043.jpg,30000,50,Ok
2744,Giada De Laurentiis,2005,Everyday Italian: 125 Simple and Delicious Recipes,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2745,Patricia Cornwell,1995,"From Potter's Field (Kay Scarpetta, #6)",eng,https://images.gr-assets.com/books/1309209800m/6537.jpg,30000,50,Ok
2746,James Patterson,2005,"Mary, Mary (Alex Cross, #11)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2747,Jeanette Winterson,1985,Oranges Are Not the Only Fruit,eng,https://images.gr-assets.com/books/1267717580m/15055.jpg,30000,50,Ok
2748,R.K. Lilley,2013,"Grounded (Up in the Air, #3)",en-GB,https://images.gr-assets.com/books/1358701028m/16139641.jpg,30000,50,Ok
2749,Ravinder Singh,2007,I Too Had a Love Story,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2750,"Betty MacDonald, Alexandra Boiger",1947,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2751,Michael Connelly,1997,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2752,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,https://images.gr-assets.com/books/1451446393m/18505796.jpg,30000,50,Ok
2753,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,https://images.gr-assets.com/books/1320557161m/120230.jpg,30000,50,Ok
2754,Michael Connelly,1998,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2755,Isaac Asimov,1972,The Gods Themselves,eng,https://images.gr-assets.com/books/1351076141m/41821.jpg,30000,50,Ok
2756,Peter Lerangis,2010,"The Viper's Nest (39 Clues, #7)",eng,https://images.gr-assets.com/books/1357211053m/6393047.jpg,30000,50,Ok
2757,Sena Jeter Naslund,1999,"Ahab's Wife, or The Star-Gazer",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2758,"CLAMP, Anthony Gerard",2004,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2759,Darren Shan,2000,"A Living Nightmare (Cirque Du Freak, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2760,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. 1",eng,https://images.gr-assets.com/books/1327894724m/297627.jpg,30000,50,Ok
2761,M.T. Anderson,2002,Feed,eng,https://images.gr-assets.com/books/1327891005m/169756.jpg,30000,50,Ok
2762,Nalini Singh,2009,"Angels' Blood (Guild Hunter, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2763,"Euripides, Rex Warner",-431,Medea,en-GB,https://images.gr-assets.com/books/1328868366m/752900.jpg,30000,50,Ok
2764,Cinda Williams Chima,2009,"The Demon King (Seven Realms, #1)",en-US,https://images.gr-assets.com/books/1379482652m/6342491.jpg,30000,50,Ok
2765,Hannah Hurnard,1955,Hinds' Feet on High Places,,https://images.gr-assets.com/books/1312284337m/821056.jpg,30000,50,Ok
2766,Charles Burns,1995,Black Hole,eng,https://images.gr-assets.com/books/1327895219m/38333.jpg,30000,50,Ok
2767,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 3 (Saga, #3)",eng,https://images.gr-assets.com/books/1486028973m/19358975.jpg,30000,50,Ok
2768,Lee Child,2014,"Personal (Jack Reacher, #19)",eng,https://images.gr-assets.com/books/1468705564m/20263040.jpg,30000,50,Ok
2769,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald,eng,https://images.gr-assets.com/books/1396815892m/15994634.jpg,30000,50,Ok
2770,Kurt Vonnegut Jr.,2005,A Man Without a Country,eng,https://images.gr-assets.com/books/1330997432m/4979.jpg,30000,50,Ok
2771,Catherine Ryan Hyde,2009,When I Found You,en,https://images.gr-assets.com/books/1377009785m/17667452.jpg,30000,50,Ok
2772,Martha Hall Kelly,2016,Lilac Girls,eng,https://images.gr-assets.com/books/1462850258m/25893693.jpg,30000,50,Ok
2773,"James Patterson, Maxine Paetro",2008,"7th Heaven (Women's Murder Club, #7)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2774,Lee Child,2015,"Make Me (Jack Reacher, #20)",en-US,https://images.gr-assets.com/books/1467905395m/23664710.jpg,30000,50,Ok
2775,Anthony Marra,2013,A Constellation of Vital Phenomena,eng,https://images.gr-assets.com/books/1408313066m/18428067.jpg,30000,50,Ok
2776,Abbi Glines,2012,"While It Lasts (Sea Breeze, #3)",eng,https://images.gr-assets.com/books/1332261619m/13496738.jpg,30000,50,Ok
2777,Will Schwalbe,2012,The End of Your Life Book Club,eng,https://images.gr-assets.com/books/1333576665m/13414676.jpg,30000,50,Ok
2778,Lauren Barnholdt,2007,Two-Way Street,,https://images.gr-assets.com/books/1381750633m/1672727.jpg,30000,50,Ok
2779,Raine Miller,2012,"All In (The Blackstone Affair, #2)",eng,https://images.gr-assets.com/books/1358492101m/16001443.jpg,30000,50,Ok
2780,John Flanagan,2006,"The Siege of Macindaw (Ranger's Apprentice, #6)",eng,https://images.gr-assets.com/books/1327445821m/1814843.jpg,30000,50,Ok
2781,C.S. Lewis,1961,A Grief Observed,en-US,https://images.gr-assets.com/books/1412529325m/49221.jpg,30000,50,Ok
2782,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",eng,https://images.gr-assets.com/books/1320606005m/22416.jpg,30000,50,Ok
2783,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)",en-US,https://images.gr-assets.com/books/1166573612m/13833.jpg,30000,50,Ok
2784,George W. Bush,2010,Decision Points,eng,https://images.gr-assets.com/books/1320428975m/8099187.jpg,30000,50,Ok
2785,"James Patterson, Gabrielle Charbonnet",2009,"Witch & Wizard (Witch & Wizard, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2786,"Jean Craighead George, John Schoenherr",1972,"Julie of the Wolves (Julie of the Wolves, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2787,Judy Blume,1975,Forever . . .,eng,https://images.gr-assets.com/books/1327962165m/37743.jpg,30000,50,Ok
2788,David McCullough,2015,The Wright Brothers,eng,https://images.gr-assets.com/books/1430942575m/22609391.jpg,30000,50,Ok
2789,Robert Ludlum,1979,The Matarese Circle (Matarese #1),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2790,Jon Meacham,2008,American Lion: Andrew Jackson in the White House,en-US,https://images.gr-assets.com/books/1320480904m/3147367.jpg,30000,50,Ok
2791,David Baldacci,2012,"The Forgotten (John Puller, #2)",eng,https://images.gr-assets.com/books/1350923777m/15842230.jpg,30000,50,Ok
2792,Brandon Sanderson,2015,"Shadows of Self (Mistborn, #5)",eng,https://images.gr-assets.com/books/1435053013m/16065004.jpg,30000,50,Ok
2793,Helen Fielding,2013,"Mad About the Boy (Bridget Jones, #3)",eng,https://images.gr-assets.com/books/1374883586m/17262155.jpg,30000,50,Ok
2794,C.S. Lewis,1960,The Four Loves,en-US,https://images.gr-assets.com/books/1276287504m/30633.jpg,30000,50,Ok
2795,Mia Sheridan,2014,Archer's Voice,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2796,Alyson Richman,2011,The Lost Wife,eng,https://images.gr-assets.com/books/1394994929m/11010251.jpg,30000,50,Ok
2797,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,History of Beauty,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2798,Robert Graves,1934,"I, Claudius (Claudius, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2799,Joelle Charbonneau,2013,"The Testing (The Testing, #1)",eng,https://images.gr-assets.com/books/1363452191m/13326831.jpg,30000,50,Ok
2800,Janet Evanovich,2013,"Takedown Twenty (Stephanie Plum, #20)",en-US,https://images.gr-assets.com/books/1373758461m/17908462.jpg,30000,50,Ok
2801,Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window,en-GB,https://images.gr-assets.com/books/1398682775m/13628209.jpg,30000,50,Ok
2802,Tamora Pierce,2006,"Terrier (Beka Cooper, #1)",eng,https://images.gr-assets.com/books/1398029898m/13829.jpg,30000,50,Ok
2803,Darynda Jones,2011,"First Grave on the Right (Charley Davidson, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
2804,"Amanda Lindhout, Sara Corbett",2013,A House in the Sky,eng,https://images.gr-assets.com/books/1370379455m/18039963.jpg,30000,50,Ok
2805,Vera Brosgol,2011,Anya's Ghost,eng,https://images.gr-assets.com/books/1316739317m/9615347.jpg,30000,50,Ok
2806,Bret Easton Ellis,1987,The Rules of Attraction,eng,https://images.gr-assets.com/books/1468426907m/9912.jpg,30000,50,Ok
2807,Kim Harrison,2005,"The Good, the Bad, and the Undead (The Hollows, #2)",en-US,https://images.gr-assets.com/books/1391023304m/30262.jpg,30000,50,Ok
2808,R.A. Salvatore,1988,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",eng,https://images.gr-assets.com/books/1331146192m/66693.jpg,30000,50,Ok
2809,Jean Rhys,1966,Wide Sargasso Sea,eng,https://images.gr-assets.com/books/1327870846m/44597.jpg,30000,50,Ok
2810,John Fowles,1965,The Magus,en-US,https://images.gr-assets.com/books/1441323311m/16286.jpg,30000,50,Ok
2811,David Eddings,1988,"King of the Murgos (The Malloreon, #2)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
